time,num_instructions,location,block,condition,success
5.491916799999984,2,1,1,auditory,fail
4.607325300000014,3,1,1,auditory,exFail
3.017739600000027,2,4,1,auditory,fail
2.484021699999971,2,4,1,auditory,success
6.13335189999998,4,6,1,auditory,exFail
4.050948500000004,3,7,1,auditory,success
2.5055997000000048,2,4,1,auditory,success
2.5525865999999837,2,4,1,auditory,success
3.9132872000000134,3,3,1,auditory,success
4.992582500000026,3,rep_1,1,auditory,success
3.3345714000000157,2,rep_6,1,auditory,success
time,num_instructions,location,block,condition,success
5.491916799999984,2,1,1,auditory,fail
4.607325300000014,3,1,1,auditory,exFail
3.017739600000027,2,4,1,auditory,fail
2.484021699999971,2,4,1,auditory,success
6.13335189999998,4,6,1,auditory,exFail
4.050948500000004,3,7,1,auditory,success
2.5055997000000048,2,4,1,auditory,success
2.5525865999999837,2,4,1,auditory,success
3.9132872000000134,3,3,1,auditory,success
4.992582500000026,3,rep_1,1,auditory,success
3.3345714000000157,2,rep_6,1,auditory,success
3.6821716000000038,2,6,2,auditory,success
3.706405600000039,3,1,2,auditory,success
3.369973899999991,2,8,2,auditory,success
3.9092306000000008,3,7,2,auditory,success
3.039083699999992,2,6,2,auditory,success
3.776841500000046,3,3,2,auditory,success
3.165352299999995,2,8,2,auditory,success
2.5340448999999694,1,5,2,auditory,success
4.025820699999997,3,7,2,auditory,success
time,num_instructions,location,block,condition,success
5.491916799999984,2,1,1,auditory,fail
4.607325300000014,3,1,1,auditory,exFail
3.017739600000027,2,4,1,auditory,fail
2.484021699999971,2,4,1,auditory,success
6.13335189999998,4,6,1,auditory,exFail
4.050948500000004,3,7,1,auditory,success
2.5055997000000048,2,4,1,auditory,success
2.5525865999999837,2,4,1,auditory,success
3.9132872000000134,3,3,1,auditory,success
4.992582500000026,3,rep_1,1,auditory,success
3.3345714000000157,2,rep_6,1,auditory,success
3.6821716000000038,2,6,2,auditory,success
3.706405600000039,3,1,2,auditory,success
3.369973899999991,2,8,2,auditory,success
3.9092306000000008,3,7,2,auditory,success
3.039083699999992,2,6,2,auditory,success
3.776841500000046,3,3,2,auditory,success
3.165352299999995,2,8,2,auditory,success
2.5340448999999694,1,5,2,auditory,success
4.025820699999997,3,7,2,auditory,success
3.5327305999999794,3,3,3,auditory,success
3.6528685999999766,3,7,3,auditory,success
1.7936583999999698,1,2,3,auditory,success
1.990164200000038,1,5,3,auditory,success
4.18987560000005,3,1,3,auditory,success
3.1093185999999378,2,6,3,auditory,success
2.4688963999999487,2,6,3,auditory,success
1.9102897000000212,1,5,3,auditory,success
3.6327651999999944,3,3,3,auditory,success
time,num_instructions,location,block,condition,success
3.407206800000001,3,3,4,auditory,success
2.7630736999999996,3,7,4,auditory,success
2.6977969,2,7,4,auditory,success
1.8400937999999982,2,2,4,auditory,success
1.9463313000000042,2,8,4,auditory,success
1.7786159999999995,2,6,4,auditory,success
2.185757200000012,2,8,4,auditory,success
1.1152782000000059,1,5,4,auditory,success
3.9052073000000007,3,9,4,auditory,success
time,num_instructions,location,block,condition,success
3.407206800000001,3,3,4,auditory,success
2.7630736999999996,3,7,4,auditory,success
2.6977969,2,7,4,auditory,success
1.8400937999999982,2,2,4,auditory,success
1.9463313000000042,2,8,4,auditory,success
1.7786159999999995,2,6,4,auditory,success
2.185757200000012,2,8,4,auditory,success
1.1152782000000059,1,5,4,auditory,success
3.9052073000000007,3,9,4,auditory,success
2.6753067000000073,3,7,5,auditory,success
1.3493193000000048,1,5,5,auditory,success
2.620117899999997,2,4,5,auditory,success
1.5874952000000064,1,5,5,auditory,success
2.8225247000000024,2,9,5,auditory,success
3.679637999999997,3,1,5,auditory,success
2.9601133000000175,2,1,5,auditory,success
1.7573777000000064,2,8,5,auditory,success
1.9306653000000153,2,8,5,auditory,success
time,num_instructions,location,block,condition,success
3.407206800000001,3,3,4,auditory,success
2.7630736999999996,3,7,4,auditory,success
2.6977969,2,7,4,auditory,success
1.8400937999999982,2,2,4,auditory,success
1.9463313000000042,2,8,4,auditory,success
1.7786159999999995,2,6,4,auditory,success
2.185757200000012,2,8,4,auditory,success
1.1152782000000059,1,5,4,auditory,success
3.9052073000000007,3,9,4,auditory,success
2.6753067000000073,3,7,5,auditory,success
1.3493193000000048,1,5,5,auditory,success
2.620117899999997,2,4,5,auditory,success
1.5874952000000064,1,5,5,auditory,success
2.8225247000000024,2,9,5,auditory,success
3.679637999999997,3,1,5,auditory,success
2.9601133000000175,2,1,5,auditory,success
1.7573777000000064,2,8,5,auditory,success
1.9306653000000153,2,8,5,auditory,success
3.5489681999999902,3,4,6,auditory,exFail
5.317608800000016,3,3,6,auditory,success
2.4463798999999824,2,6,6,auditory,success
2.46238790000001,2,4,6,auditory,success
1.3598590000000002,1,5,6,auditory,success
3.245901900000007,2,1,6,auditory,success
2.428487099999984,2,7,6,auditory,exFail
2.0986327000000244,2,8,6,auditory,success
2.4101275999999814,2,2,6,auditory,success
1.9830757000000006,2,rep_4,6,auditory,success
3.7787157999999863,2,rep_7,6,auditory,success
time,num_instructions,location,block,condition,success
3.407206800000001,3,3,4,auditory,success
2.7630736999999996,3,7,4,auditory,success
2.6977969,2,7,4,auditory,success
1.8400937999999982,2,2,4,auditory,success
1.9463313000000042,2,8,4,auditory,success
1.7786159999999995,2,6,4,auditory,success
2.185757200000012,2,8,4,auditory,success
1.1152782000000059,1,5,4,auditory,success
3.9052073000000007,3,9,4,auditory,success
2.6753067000000073,3,7,5,auditory,success
1.3493193000000048,1,5,5,auditory,success
2.620117899999997,2,4,5,auditory,success
1.5874952000000064,1,5,5,auditory,success
2.8225247000000024,2,9,5,auditory,success
3.679637999999997,3,1,5,auditory,success
2.9601133000000175,2,1,5,auditory,success
1.7573777000000064,2,8,5,auditory,success
1.9306653000000153,2,8,5,auditory,success
3.5489681999999902,3,4,6,auditory,exFail
5.317608800000016,3,3,6,auditory,success
2.4463798999999824,2,6,6,auditory,success
2.46238790000001,2,4,6,auditory,success
1.3598590000000002,1,5,6,auditory,success
3.245901900000007,2,1,6,auditory,success
2.428487099999984,2,7,6,auditory,exFail
2.0986327000000244,2,8,6,auditory,success
2.4101275999999814,2,2,6,auditory,success
1.9830757000000006,2,rep_4,6,auditory,success
3.7787157999999863,2,rep_7,6,auditory,success
2.2275636999999904,1,4,7,auditory,success
3.3996692000000053,3,3,7,auditory,success
4.092060600000025,3,9,7,auditory,success
1.7533707999999706,1,5,7,auditory,success
2.6894654000000173,2,4,7,auditory,success
1.3760830999999598,1,5,7,auditory,success
2.1498181000000045,2,2,7,auditory,success
3.591632899999979,3,3,7,auditory,success
3.527810499999987,3,1,7,auditory,success
time,num_instructions,location,block,condition,success
3.407206800000001,3,3,4,auditory,success
2.7630736999999996,3,7,4,auditory,success
2.6977969,2,7,4,auditory,success
1.8400937999999982,2,2,4,auditory,success
1.9463313000000042,2,8,4,auditory,success
1.7786159999999995,2,6,4,auditory,success
2.185757200000012,2,8,4,auditory,success
1.1152782000000059,1,5,4,auditory,success
3.9052073000000007,3,9,4,auditory,success
2.6753067000000073,3,7,5,auditory,success
1.3493193000000048,1,5,5,auditory,success
2.620117899999997,2,4,5,auditory,success
1.5874952000000064,1,5,5,auditory,success
2.8225247000000024,2,9,5,auditory,success
3.679637999999997,3,1,5,auditory,success
2.9601133000000175,2,1,5,auditory,success
1.7573777000000064,2,8,5,auditory,success
1.9306653000000153,2,8,5,auditory,success
3.5489681999999902,3,4,6,auditory,exFail
5.317608800000016,3,3,6,auditory,success
2.4463798999999824,2,6,6,auditory,success
2.46238790000001,2,4,6,auditory,success
1.3598590000000002,1,5,6,auditory,success
3.245901900000007,2,1,6,auditory,success
2.428487099999984,2,7,6,auditory,exFail
2.0986327000000244,2,8,6,auditory,success
2.4101275999999814,2,2,6,auditory,success
