time,num_instructions,location,block,condition,success
8.903999000000113,3,1,1,tactile,success
5.416612700000769,2,6,1,tactile,success
4.457807299999331,2,8,1,tactile,success
7.129855899999711,3,3,1,tactile,success
6.750907999999981,3,1,1,tactile,success
6.867440500000157,3,9,1,tactile,success
4.287128899999516,2,4,1,tactile,success
2.960824699999648,1,5,1,tactile,success
6.6571526000007,3,1,1,tactile,success
time,num_instructions,location,block,condition,success
8.903999000000113,3,1,1,tactile,success
5.416612700000769,2,6,1,tactile,success
4.457807299999331,2,8,1,tactile,success
7.129855899999711,3,3,1,tactile,success
6.750907999999981,3,1,1,tactile,success
6.867440500000157,3,9,1,tactile,success
4.287128899999516,2,4,1,tactile,success
2.960824699999648,1,5,1,tactile,success
6.6571526000007,3,1,1,tactile,success
4.5560967999999775,3,7,2,tactile,exFail
3.66000350000013,3,9,2,tactile,success
2.274233899999672,2,4,2,tactile,success
3.0087383999998565,2,2,2,tactile,success
1.441219600000295,1,5,2,tactile,success
4.181926700000076,3,3,2,tactile,exFail
4.457054900000003,3,9,2,tactile,exFail
2.563326800000141,2,6,2,tactile,success
2.3770493000001807,2,8,2,tactile,success
3.29617430000053,3,rep_7,2,tactile,success
3.2562223999993876,3,rep_3,2,tactile,success
3.4495229000003746,3,rep_9,2,tactile,success
time,num_instructions,location,block,condition,success
8.903999000000113,3,1,1,tactile,success
5.416612700000769,2,6,1,tactile,success
4.457807299999331,2,8,1,tactile,success
7.129855899999711,3,3,1,tactile,success
6.750907999999981,3,1,1,tactile,success
6.867440500000157,3,9,1,tactile,success
4.287128899999516,2,4,1,tactile,success
2.960824699999648,1,5,1,tactile,success
6.6571526000007,3,1,1,tactile,success
4.5560967999999775,3,7,2,tactile,exFail
3.66000350000013,3,9,2,tactile,success
2.274233899999672,2,4,2,tactile,success
3.0087383999998565,2,2,2,tactile,success
1.441219600000295,1,5,2,tactile,success
4.181926700000076,3,3,2,tactile,exFail
4.457054900000003,3,9,2,tactile,exFail
2.563326800000141,2,6,2,tactile,success
2.3770493000001807,2,8,2,tactile,success
3.29617430000053,3,rep_7,2,tactile,success
3.2562223999993876,3,rep_3,2,tactile,success
3.4495229000003746,3,rep_9,2,tactile,success
2.0189826999994693,2,6,3,tactile,success
2.0584454999998343,2,4,3,tactile,success
2.7395870999998806,3,7,3,tactile,success
2.9565034000006563,3,7,3,tactile,success
3.247701899999811,3,1,3,tactile,success
2.8938067999997656,3,1,3,tactile,success
time,num_instructions,location,block,condition,success
8.903999000000113,3,1,1,tactile,success
5.416612700000769,2,6,1,tactile,success
4.457807299999331,2,8,1,tactile,success
7.129855899999711,3,3,1,tactile,success
6.750907999999981,3,1,1,tactile,success
6.867440500000157,3,9,1,tactile,success
4.287128899999516,2,4,1,tactile,success
2.960824699999648,1,5,1,tactile,success
6.6571526000007,3,1,1,tactile,success
4.5560967999999775,3,7,2,tactile,exFail
