time,num_instructions,location,block,condition,success
8.252516000000014,2,8,1,tactile,success
11.635128899999927,3,6,1,tactile,success
11.087357200000042,3,1,1,tactile,success
9.709158900000148,3,9,1,tactile,success
8.091252299999951,3,7,1,tactile,success
5.060931299999993,3,3,1,tactile,success
5.93003849999991,3,4,1,tactile,fail
5.2323999000000185,2,2,1,tactile,success
0.0900782999999592,1,5,1,tactile,success
4.447962799999914,2,2,1,auditory,success
4.7447769000000335,3,7,1,auditory,success
3.060860199999979,2,8,1,auditory,success
0.1162690000001021,1,5,1,auditory,success
4.593106300000045,3,6,1,auditory,success
4.612206700000115,3,9,1,auditory,success
4.37668460000009,2,4,1,auditory,success
4.657794299999978,3,1,1,auditory,success
5.796144400000003,4,3,1,auditory,success
4.52526469999998,3,1,2,tactile,success
0.11031210000010105,1,5,2,tactile,success
9.33397459999992,4,3,2,tactile,success
5.006932600000027,3,9,2,tactile,success
4.211346300000059,2,4,2,tactile,success
3.7988521999998284,2,2,2,tactile,success
12.276478600000019,4,6,2,tactile,success
3.5218472999999904,2,8,2,tactile,success
4.401466600000049,3,7,2,tactile,success
4.961022400000047,3,1,2,auditory,success
3.1274574999999913,2,2,2,auditory,success
0.10451499999999214,1,5,2,auditory,success
3.428624099999979,2,6,2,auditory,success
5.121130399999856,4,3,2,auditory,success
3.1831690999999864,2,8,2,auditory,success
3.8065271000000394,2,4,2,auditory,success
4.266271399999823,3,9,2,auditory,success
4.347969599999942,3,7,2,auditory,success
4.474223300000176,3,3,3,tactile,success
0.11704670000017359,1,5,3,tactile,success
2.666228200000205,2,8,3,tactile,success
4.245835700000043,3,1,3,tactile,success
3.5444062999999915,3,7,3,tactile,success
3.2912218999999823,2,6,3,tactile,success
3.01467139999977,2,2,3,tactile,success
3.268123800000012,2,4,3,tactile,success
8.100830600000336,5,9,3,tactile,success
5.055090800000016,3,3,3,auditory,success
5.152479700000185,4,9,3,auditory,success
6.031344499999705,3,1,3,auditory,success
5.308466399999816,3,7,3,auditory,success
0.1645371000004161,1,5,3,auditory,success
4.498149699999885,2,8,3,auditory,success
3.827899100000195,2,2,3,auditory,success
3.910660999999891,2,4,3,auditory,success
4.1676219999999375,3,6,3,auditory,success
