time,num_instructions,location,block,condition,success
2.3295422000001100,1,5,1,tactile,success
4.623888000000080,3,9,1,tactile,success
2.75915410000016,2,8,1,tactile,success
2.96236510000017,3,7,1,tactile,success
3.201542299999800,2,2,1,tactile,success
2.5317024999999400,2,4,1,tactile,success
1.7496427999999500,1,5,1,tactile,success
1.782144100000100,1,5,1,tactile,success
3.099372300000140,2,6,1,tactile,success
3.006756299999990,2,8,2,tactile,success
5.660269200000000,3,1,2,tactile,success
2.874645800000000,2,8,2,tactile,success
4.61402489999999,3,9,2,tactile,success
2.6029133000000000,2,6,2,tactile,success
4.098785200000000,3,1,2,tactile,success
2.4102499000000000,2,4,2,tactile,success
5.067520800000010,2,2,2,tactile,fail
2.8283428000000000,2,8,2,tactile,success
2.899126499999990,2,8,3,tactile,success
4.948992500000030,3,3,3,tactile,success
3.8230782000000000,3,7,3,tactile,success
4.07151429999999,3,3,3,tactile,success
3.7622443000000200,3,7,3,tactile,success
2.2698277000000100,2,8,3,tactile,success
3.2216116999999800,3,9,3,tactile,success
3.5399721999999700,3,3,3,tactile,success
2.044058800000020,2,4,3,tactile,success
3.2509427999999600,3,7,4,tactile,success
1.3892781000000100,1,5,4,tactile,success
2.2459420000000100,2,8,4,tactile,success
3.8822123999999600,2,7,4,tactile,fail
6.1738158,3,7,4,tactile,fail
5.6553177999999800,2,2,4,tactile,fail
3.035256600000030,2,2,4,tactile,success
4.139298300000010,3,1,4,tactile,success
5.378862799999980,3,1,4,tactile,success
3.1114809000000000,2,6,5,tactile,success
2.719504200000020,2,2,5,tactile,fail
4.272125899999990,3,3,5,tactile,success
3.4622673999999700,2,4,5,tactile,fail
4.582280499999970,3,1,5,tactile,success
2.603352500000030,2,2,5,tactile,success
4.286351599999990,3,9,5,tactile,success
4.871341500000090,3,9,5,tactile,fail
3.1670851000000100,2,4,5,tactile,fail
2.3107621000000300,2,4,6,tactile,success
4.536581099999920,3,9,6,tactile,success
2.653156000000080,2,2,6,tactile,success
2.582324099999940,2,8,6,tactile,success
3.844922199999930,3,9,6,tactile,success
4.816927900000000,3,7,6,tactile,fail
4.416187199999970,3,1,6,tactile,fail
2.90486820000001,2,6,6,tactile,success
3.2435063000000400,2,4,6,tactile,fail
3.2760924000000400,2,1,7,tactile,success
4.2246920000000000,3,3,7,tactile,success
3.661263100000040,3,3,7,tactile,success
3.5684400000000100,3,9,7,tactile,success
2.918119899999970,2,2,7,tactile,success
1.509089700000000,1,5,7,tactile,success
2.5844642999999200,2,6,7,tactile,success
1.4713102000000600,1,5,7,tactile,success
3.227593200000000,2,4,7,tactile,fail
4.831268000000020,3,7,8,tactile,success
3.669137100000060,3,3,8,tactile,success
4.201047600000040,3,1,8,tactile,fail
2.965975100000040,2,6,8,tactile,success
4.038528300000050,3,3,8,tactile,success
1.6101665999999600,1,5,8,tactile,success
2.6010744999999800,2,6,8,tactile,success
2.527177199999980,2,6,8,tactile,success
1.3594660999999600,1,5,8,tactile,success
